"flashcard_id","english_text","category","native_text","flagged"
"14331a5b-03be-f6fa-c92b-cee5416402b9","37","numbers","สามสิบเจ็ด","false"
"6086355f-65d3-e2ff-c3db-1b41d30c76a4","38","numbers","สามสิบแปด","false"
"745d90e0-4a6d-c1da-ccc1-b6fa4584bab9","39","numbers","สามสิบเก้า","false"
"2f018948-2e71-010b-ce9e-b7a7914d0387","4","numbers","สี่","false"
"dd7f0bea-8265-3eb6-d017-66c4a2ea5b7f","40","numbers","สี่สิบ","false"
"5b2060b2-389d-6203-eca4-fcb97ff2105a","41","numbers","สี่สิบเอ็ด","false"
"b8c2bc12-3a1b-8efa-f43f-f5fc0761cd56","42","numbers","สี่สิบสอง","false"
"957853b5-0547-8742-8de2-377b1d218a38","43","numbers","สี่สิบสาม","false"
"79c40bea-5b6c-8b05-f2b6-90d82b9d6033","44","numbers","สี่สิบสี่","false"
"caa22f65-4836-1f33-bdce-a8d1158d6f9b","45","numbers","สี่สิบห้า","false"
"e539fac4-79f7-7287-3f08-142b91814094","46","numbers","สี่สิบหก","false"
"176ce1aa-cd88-3ea3-783a-2588d184c914","47","numbers","สี่สิบเจ็ด","false"
"fe82dbb2-ab3b-0c24-2593-71d6c7e8a261","48","numbers","สี่สิบแปด","false"
"7844251a-a235-aee7-a497-518a1aa615ea","49","numbers","สี่สิบเก้า","false"
"5a221a87-9160-7bda-41f8-18fce56377c3","5","numbers","ห้า","false"
"5ac05be6-8571-250a-963f-713114e1b550","50","numbers","ห้าสิบ","false"
"07f81c54-321e-5c3f-a41e-58aa0e99e7a8","51","numbers","ห้าสิบเอ็ด","false"
"ffbd2298-b75b-99bd-03b3-b36c130d81f2","52","numbers","ห้าสิบสอง","false"
"88afcc21-b514-4f40-7e9d-d6d97d98740e","53","numbers","ห้าสิบสาม","false"
"d364d535-62e9-ca58-813c-dfaa141c2e41","54","numbers","ห้าสิบสี่","false"
"1bc69802-b448-91f9-7e57-4c01ae65c9d4","55","numbers","ห้าสิบห้า","false"
"e607f2fd-d61c-8395-b4c1-6e70bd92a4eb","56","numbers","ห้าสิบหก","false"
"f162cc23-482d-9f31-cf62-64f85b19080b","57","numbers","ห้าสิบเจ็ด","false"
"698324ca-fa69-bdf7-80b1-6e69a3bb030e","58","numbers","ห้าสิบแปด","false"
"3ec1605a-aaaf-3ee3-4fd3-ed6ac8ed6194","59","numbers","ห้าสิบเก้า","false"
"f4330f4d-8bda-50a8-a018-1a81570791ab","6","numbers","หก","false"
"3bca6edd-bd50-e264-a68e-89853d9c64b4","60","numbers","หกสิบ","false"
"f18c295c-f100-84cd-41af-57d00a751f4e","61","numbers","หกสิบเอ็ด","false"
"50170841-915d-b292-7288-f3ac56dbffc3","62","numbers","หกสิบสอง","false"
"2f4243c0-bf2d-9345-0cf1-71335b1726d0","63","numbers","หกสิบสาม","false"
"5cde7344-5aee-cfde-5ccb-efbdb6555c7d","64","numbers","หกสิบสี่","false"
"6e5817c6-6e82-a147-96b2-202616ca61ce","65","numbers","หกสิบห้า","false"
"2ad7cb21-3071-fa33-e203-fbbadbef3d5c","66","numbers","หกสิบหก","false"
"d1b3f5a7-afc8-0a2e-0ac2-b044a9b5c5a9","67","numbers","หกสิบเจ็ด","false"
"1fac61e8-7784-48cf-0f54-9ceb02a9e801","68","numbers","หกสิบแปด","false"
"de2b8dab-854d-d600-8d1a-ebb80b94badf","69","numbers","หกสิบเก้า","false"
"c17ce59b-8268-025b-0a5b-5433e62b2656","7","numbers","เจ็ด","false"
"9d6dce89-d2ad-1831-26bd-3de8af425c89","70","numbers","เจ็ดสิบ","false"
"786d76d8-8d21-3976-07d4-6bf87327bc4b","71","numbers","เจ็ดสิบเอ็ด","false"
"4eb44a16-081e-402e-75ad-d57326a1d654","72","numbers","เจ็ดสิบสอง","false"
"ec44c877-da5b-939d-ec25-25a688bad191","73","numbers","เจ็ดสิบสาม","false"
"7a7b9ada-a065-5dff-21ae-58edee913b7c","74","numbers","เจ็ดสิบสี่","false"
"ce63ebb5-f2b3-7fb9-5e9d-8d6c5a9d9fe3","75","numbers","เจ็ดสิบห้า","false"
"7fa79147-1bcf-d81d-fefb-339e87f8ce8e","76","numbers","เจ็ดสิบหก","false"
"f28fc6cc-d202-b1fe-89cf-1db4759d734d","77","numbers","เจ็ดสิบเจ็ด","false"
"c6ceb4ed-e278-81c1-2c82-315b835ad8c7","78","numbers","เจ็ดสิบแปด","false"
"9b943441-cdf0-d5ba-a734-f09e84fd1524","79","numbers","เจ็ดสิบเก้า","false"
"b12af70f-0ad2-87e2-064e-68ff43841d1d","8","numbers","แปด","false"
"3601eb6d-385a-4a2b-bae0-ef7dbe15a016","80","numbers","แปดสิบ","false"
"19f97cac-96c7-fd4b-4941-b89621296496","81","numbers","แปดสิบเอ็ด","false"
"de50eebd-7439-9daf-e974-9d3b3b1b1906","82","numbers","แปดสิบสอง","false"
"5c206e83-c6ca-766e-4cd8-b8f6e66555b3","83","numbers","แปดสิบสาม","false"
"77bbd3a0-e8ae-937a-88d8-6176ccdb7ef6","84","numbers","แปดสิบสี่","false"
"34158c6a-fcae-e5f5-83df-e65ba53f88ab","85","numbers","แปดสิบห้า","false"
"260605f4-d195-ed41-5705-8ebdcc345383","86","numbers","แปดสิบหก","false"
"29523d8e-313d-c906-4428-331fadcd9033","87","numbers","แปดสิบเจ็ด","false"
"7f833629-327a-e263-bc8a-6c92171598e5","88","numbers","แปดสิบแปด","false"
"bac90707-62d2-e64d-0ca4-c6e30cab51b9","89","numbers","แปดสิบเก้า","false"
"a22a1a91-c2cb-4648-4c1f-7d525e78c580","9","numbers","เก้า","false"
"8d57f874-59ab-985f-eb33-f03b253615b6","90","numbers","เก้าสิบ","false"
"fc009403-e8aa-3f07-5a92-8c6da2ca86c2","91","numbers","เก้าสิบเอ็ด","false"
"20c84a9a-c9e4-86fd-88da-bf32089babe8","92","numbers","เก้าสิบสอง","false"
"11f55d72-2758-0965-502e-610e00418dc3","93","numbers","เก้าสิบสาม","false"
"b8b38189-6db9-48ab-0116-1f5345eed052","94","numbers","เก้าสิบสี่","false"
"e24b3216-0ab3-83e9-bb59-aa917863f86b","95","numbers","เก้าสิบห้า","false"
"3e3b5ae6-9908-96d1-a268-dbb4732fbb74","96","numbers","เก้าสิบหก","false"
"09e3e8e5-016d-3f96-3aa1-551f984f5385","97","numbers","เก้าสิบเจ็ด","false"
"2a55cb1f-7e3f-c52e-5ef0-144f8049d9d6","98","numbers","เก้าสิบแปด","false"
"1814aa74-adcc-cfe9-ae61-3b7deb25c19b","99","numbers","เก้าสิบเก้า","false"
"a1ba9951-c5e8-9049-b587-88a8faf1d06f","Afternoon","time","บ่าย","false"
"19351d6f-b369-43d1-be22-00a666b2b3d5","Afternoon","daily_life","บ่าย","false"
"a2781012-b7e4-fab9-7007-dd2ecadd5221","Air conditioning","accommodation","แอร์","false"
"24bbe3ae-4e59-04ac-afaa-ab7422265930","Airport","transport","สนามบิน","false"
"a4d22c63-a015-df08-fb78-3108d5500c40","Allergy","emergency","แพ้","false"
"ee0ead9b-369f-c7c8-30ba-6ba38a54240a","Ambulance","emergency","รถพยาบาล","false"
"c4da8746-5a17-551c-cdfb-ab52146ce46f","Apple","fruit","แอปเปิ้ล","false"
"1a6fefc7-76b1-7b24-04ed-f197ff1e1056","Apple","food","แอปเปิ้ล","false"
"aa858b8f-2ad4-b4b0-2a12-d6d879a016e1","Appointment","time","นัดหมาย","false"
"1ebbe788-8ef5-9c9b-2076-c3efa854f83a","Banana","food","กล้วย","false"
"33ff866e-bdfe-c95e-6892-02a9df61eab7","Banana","fruit","กล้วย","false"
"56e90058-c562-6adb-b119-5e4bddc08d48","Bathroom","accommodation","ห้องน้ำ","false"
"1d3279c6-7076-a5a6-252f-92dbea435043","Bed","accommodation","เตียง","false"
"c20e2e1f-0a2c-b413-a3af-917e43e7d018","Beef","food","เนื้อวัว","false"
"391a6ac3-0fe7-ca44-c0ee-19ef67f334d2","Beer","drinks","เบียร์","false"
"55c5c92c-d666-c3cb-20bc-d8e5ef341ec3","Bell pepper","vegetable","พริกหยวก","false"
"91dfc1f1-e27c-c054-8882-43a873a8a441","Bill","shopping","ใบเสร็จ","false"
"bd7e9022-42b7-9b2f-c32e-d283f4eeef61","Blueberry","fruit","บลูเบอร์รี่","false"
"46ca81ef-447b-1cec-058f-50b9df608539","Booking","accommodation","การจอง","false"
"81e3d24b-b30e-2e08-2cc2-c62c43f560c7","Boss","work","เจ้านาย","false"
"0d507e5c-0c44-be73-6cb1-c1ca54f95e68","Bowl","tableware","ชาม","false"
"130decc7-c7fd-72f9-a904-b708cda04bee","Boyfriend","social","แฟน","false"
"75eb3455-83ad-f6f7-a5d5-06aa508e06ad","Bread","food","ขนมปัง","false"
"585f3e87-977b-b52e-4b9c-38f65f3b2034","Broccoli","food","บรอกโคลี","false"
"5b522de9-adad-0bde-08ab-9d620e359f36","Broccoli","vegetable","บรอกโคลี","false"
"77322dab-b45c-0adc-fc9c-889e914571e4","Bus","transport","รถเมล์","false"
"35e1de0c-f1ae-3209-6995-e022210f3ff1","Butter","food","เนย","false"
"fc56efe9-266c-2cb9-cfa5-c7ea3eab685e","Buy","shopping","ซื้อ","false"
"f5e3e35a-e0e7-7603-c3f4-2f064c7a07c6","Cabbage","vegetable","กะหล่ำปลี","false"
"aae99770-a6d0-9061-5b4c-8b3f16479f5c","Call","social","โทร","false"
"29ed3d27-ad64-d8fa-d85f-2481c3090589","Call","emergency","โทร","false"
"1720e3df-3084-d564-4c80-c911de527e26","Call a doctor","emergency","โทรหาหมอ","false"
"ef26a5d2-ff21-bed8-b560-ac41d2e49bd1","Call the police","emergency","โทรหาตำรวจ","false"
"2475350a-7e80-5a10-1c8f-13417e345e39","Can I have the menu?","restaurant","ขอดูเมนูได้ไหม?","false"
"a4992579-98f6-0b24-1979-0a1bd75bb664","Can you help me?","requesting help","คุณช่วยฉันได้ไหม?","false"
"8021074f-67a5-2b6f-45d1-e8edbaacb715","Card","shopping","บัตร","false"
"ba77a1ae-43e5-c07d-dfd9-b2d7206e8fb4","Carrot","vegetable","แครอท","false"
"5eadac83-58eb-1c64-b373-6afa1caf1d2f","Cash","shopping","เงินสด","false"
"95a4e1db-f38c-7a94-a989-70510edbf107","Change","shopping","เงินทอน","false"
"a16823f0-ed3a-b245-5be7-4d48cf2bb6f1","Cheap","shopping","ถูก","false"
"23c593eb-ed5e-0234-1e67-c247e3b3091f","Check-in","accommodation","เช็คอิน","false"
"30e682d4-8255-95b8-80ff-47cba77ef4f3","Check-out","accommodation","เช็คเอาท์","false"
"ef3d0769-13b5-6852-66e2-62c5c3ba67f5","Cherry","fruit","เชอร์รี่","false"
"5301aa82-68b4-e38c-b13d-e1e82e2512fd","Chicken","food","ไก่","false"
"fe443e07-749b-2350-eeaa-3e6d5d38477f","Chili pepper","vegetable","พริก","false"
"75e0d11e-e8c0-52d5-a9d4-df08aabbb9c2","Chopsticks","tableware","ตะเกียบ","false"
"ae0d14c9-45bf-72ea-0efe-761713702ef6","Client","work","ลูกค้า","false"
"b2030b8e-7360-44c2-a234-189b9e7beba5","Clinic","emergency","คลินิก","false"
"21ba6379-a6d4-62ce-43c5-f8c4185ff491","Clock","time","นาฬิกา","false"
"5fa8f070-8ceb-d13d-5437-64e3aaca379c","Clothes","daily_life","เสื้อผ้า","false"
"6f43d054-87ae-196d-9b16-2e02a86ba92e","Coconut","fruit","มะพร้าว","false"
"6e71ab6a-0f73-ce2c-70a0-c0ef74facd67","Coffee","drinks","กาแฟ","false"
"bb3cfb06-d8e8-21e1-7c68-0b2b832fd858","Coin","shopping","เหรียญ","false"
"0e45ba25-89c6-fea0-413a-05b231bc2bcc","Company","work","บริษัท","false"
"105858f9-774b-6baa-3dde-0d7f8757335a","Contract","work","สัญญา","false"
"33a08a26-64da-b14a-5bf4-e8b9f2e976f5","Conversation","social","การสนทนา","false"
"323090a3-e3d9-90ff-cd29-97e341828ddb","Corn","vegetable","ข้าวโพด","false"
"d4fdf1f0-4bab-ccb6-2dfe-e2d2a8b43589","Cost","shopping","ราคา","false"
"15b7bf0e-91f1-1284-dcfb-d2a988705c6d","Cucumber","vegetable","แตงกวา","false"
"7cae74ac-2ea6-5a2c-da63-d6865eb99c6b","Cup","tableware","ถ้วย","false"
"575f7c74-500c-a568-ae77-b3b491919487","Dance","social","เต้นรำ","false"
"ab784f50-d1ab-87a0-0654-736fcd6f9524","Danger","emergency","อันตราย","false"
"b8066faf-8ac9-1b19-19d5-26f2445bfcca","Date","time","วันที่","false"
"c5952d0e-7984-5447-ed20-b3ba567223fc","Date","social","นัด","false"
"be3523b5-fd15-f760-6bb2-f88994ac9452","Day","daily_life","วัน","false"
"d65bdba0-0b37-4985-d0a2-62834355e292","Deadline","work","กำหนดส่งงาน","false"
"c610c1f7-de1d-0a76-a5a1-e05d293f8c3c","Discount","shopping","ส่วนลด","false"
"92b12414-b33f-3f8e-8047-4606a93694d3","Do you live here?","small_talk","คุณอาศัยอยู่ที่นี่ไหม?","false"
"31da7d1f-b060-508d-4d9d-478066e17965","Do you speak English?","language help","คุณพูดภาษาอังกฤษได้ไหม?","false"
"7363d4d3-6251-4e7a-ade0-d2a37267cf55","Doctor","emergency","หมอ","false"
"c31ad50b-2e56-22c8-c493-389853fd1b02","Door","daily_life","ประตู","false"
"33315e01-b147-0e4b-1f26-0a7370c42130","Dragon fruit","fruit","แก้วมังกร","false"
"55bcf44f-28ca-356b-504d-2ed5e702adb0","Drink","social","ดื่ม","false"
"c40f4105-b874-0e5e-bad6-6455d5232bab","Driver","transport","คนขับ","false"
"73c3ac01-c5d1-0f67-61a0-37519298b061","Early","time","เร็ว","false"
"8cc03ee2-011e-959e-d79c-611d0cb805b7","Egg","food","ไข่","false"
"d21e9955-f444-e644-f3fc-ce9ddd23dbe8","Eggplant","vegetable","มะเขือ","false"
"24fd3c0e-9417-afe0-b414-6cb3efba0220","eight","numbers","แปด","false"
"f964419d-3b55-e986-f1f1-d1b736721e00","eight","numbers","แปด","false"
"c6dc15ee-cc0c-1af6-d170-e71ad70e1432","eighteen","numbers","สิบแปด","false"
"3b5478e1-a1b1-e396-6cba-8b8a33ec9d42","eighteen","numbers","สิบแปด","false"
"3d99c6c0-6d0d-b3dc-23d0-fb052d2124d3","eighty","numbers","แปดสิบ","false"
"c9d22045-c946-d4a1-2bb5-1f29af169421","eighty","numbers","แปดสิบ","false"
"595a65ef-840b-08bc-9ecb-ae8f611c8ac5","eighty eight","numbers","แปดสิบแปด","false"
"2b0abd1f-4519-960e-6bf5-56235d356a43","eighty eight","numbers","แปดสิบแปด","false"
"5f9af6e6-a516-6e5d-f558-3507a821ea24","eighty five","numbers","แปดสิบห้า","false"
"bd93fbf2-9636-a194-75d3-a1315a6fbeb4","eighty five","numbers","แปดสิบห้า","false"
"9cfff3ad-f8b7-ef9d-a518-482e3f414c90","eighty four","numbers","แปดสิบสี่","false"
"a7c55f53-de35-72bb-6281-b2e6eaf27435","eighty four","numbers","แปดสิบสี่","false"
"4572162a-d3ef-52e5-1907-d101dcf071b0","eighty nine","numbers","แปดสิบเก้า","false"
"aaed0c98-1d2b-c4af-60df-d5255ce7b1b1","eighty nine","numbers","แปดสิบเก้า","false"
"ac1f5fba-2ed2-e70d-9291-71937d11ff84","eighty one","numbers","แปดสิบเอ็ด","false"
"8d15419e-6e6a-2b49-37ed-fb9ba5d8dfa6","eighty one","numbers","แปดสิบเอ็ด","false"
"b2405a98-41dd-dec7-00e0-45384f1a6cf6","eighty seven","numbers","แปดสิบเจ็ด","false"
"096baa2c-44d7-5cb7-c2cf-a476450b414d","eighty seven","numbers","แปดสิบเจ็ด","false"
"7e06395f-d929-9970-4f12-68f1f9b531a6","eighty six","numbers","แปดสิบหก","false"
"70ac49d2-95fd-d9bc-9552-59fb76efbb59","eighty six","numbers","แปดสิบหก","false"
"f7f8cc5e-04b7-3579-8a42-f4070b976ca4","eighty three","numbers","แปดสิบสาม","false"
"69cb9f00-a6b2-bf5f-5038-19c9cea4abd2","eighty three","numbers","แปดสิบสาม","false"
"3755a64a-c191-02e9-28ce-17a88758c32f","eighty two","numbers","แปดสิบสอง","false"
"e1b4dade-57e2-5e00-87e9-47101904b90b","eighty two","numbers","แปดสิบสอง","false"
"ee334178-cb4a-b110-fc3e-fc87c1f77752","Elevator","accommodation","ลิฟต์","false"
"f722fc68-122b-c14e-5b23-fb43148f693f","eleven","numbers","สิบเอ็ด","false"
"bc111919-757e-3372-a609-4506d5204820","eleven","numbers","สิบเอ็ด","false"
"2a3ae650-5573-82db-e2cc-c82dc9960ef2","Email","work","อีเมล","false"
"0d3f4a97-718d-316f-d871-b71389d557a1","Emergency","emergency","เหตุฉุกเฉิน","false"
"86b03fa4-078d-b8a6-1caa-2fa7c1bdbce5","Employee","work","พนักงาน","false"
"de450456-f8fe-b68a-17d2-bfb72856fda3","Evening","time","เย็น","false"
"1939a1aa-1f4a-a8be-39fd-28540483e9b2","Evening","daily_life","เย็น","false"
"d5b195ec-0940-92c9-9805-322569ff2670","Excuse me","getting attention / polite interruption","ขอโทษ","false"
"154982c8-24c0-db7e-b321-4ba8436fcfa7","Expensive","shopping","แพง","false"
"a8051a09-9272-c2f6-0c9f-723e3e7cd8b2","Experience","work","ประสบการณ์","false"
"1fee83c7-99f6-e825-2483-fcd463cff902","Far","transport","ไกล","false"
"8190cec7-ace5-8dcf-7bab-d18dbecc039e","Fever","emergency","ไข้","false"
"1b157d15-af7b-cef5-38d6-f77c939ba395","fifteen","numbers","สิบห้า","false"
"596da551-aae8-01e9-bff9-768c991fb4d9","fifteen","numbers","สิบห้า","false"
"563e4fe5-edf0-b7d3-53e1-d05f7d6bac04","fifty","numbers","ห้าสิบ","false"
"a3e0a591-b3f8-4406-2c5a-c3d17f5f4560","fifty","numbers","ห้าสิบ","false"
"e698ed25-fbf9-c0b1-70b5-8bcd4d68342d","fifty eight","numbers","ห้าสิบแปด","false"
"ea645519-8f4f-58d7-5f98-84686b139a3f","fifty eight","numbers","ห้าสิบแปด","false"
"e872f854-f98c-0385-1050-8cbea0faa9db","fifty five","numbers","ห้าสิบห้า","false"
"bdfcd1d1-f888-a232-7fa9-dd0ec3e53ccf","fifty five","numbers","ห้าสิบห้า","false"
"b210fd12-8159-2ee2-1ab3-2199485ff957","fifty four","numbers","ห้าสิบสี่","false"
"1e424b50-2b12-32fd-e772-6c80374d020d","fifty four","numbers","ห้าสิบสี่","false"
"e765f4fe-5f65-6b31-3443-f46091a25b6b","fifty nine","numbers","ห้าสิบเก้า","false"
"606525c7-b971-d2a2-fb08-daa4ae664b7a","fifty nine","numbers","ห้าสิบเก้า","false"
"573098b3-058d-8240-7b62-7eccd6e6a473","fifty one","numbers","ห้าสิบเอ็ด","false"
"e44a3f0c-8950-e175-8b08-8a94d819b705","fifty one","numbers","ห้าสิบเอ็ด","false"
"d60ba978-4782-3125-9f71-07f7710e46e2","fifty seven","numbers","ห้าสิบเจ็ด","false"
"e4eda1ae-ef51-b560-b924-245e5995ac03","fifty seven","numbers","ห้าสิบเจ็ด","false"
"06da4594-e487-9304-11ee-436b934e029f","fifty six","numbers","ห้าสิบหก","false"
"a2371c48-9175-35dc-9f6c-901052ec28a8","fifty six","numbers","ห้าสิบหก","false"
"62b51daf-1ec7-56a2-e137-01778ec83ccb","fifty three","numbers","ห้าสิบสาม","false"
"0c40db3b-a2d5-6176-251b-29a014081c88","fifty three","numbers","ห้าสิบสาม","false"
"6faa188b-fe8c-4499-3b34-5d7f51c101e3","fifty two","numbers","ห้าสิบสอง","false"
"8b9602e7-9d59-0720-aa11-24359da32d15","fifty two","numbers","ห้าสิบสอง","false"
"9f4a673e-bd0f-3819-1853-52d5dcd7f9c8","Fish","food","ปลา","false"
"92257af5-8942-09a4-6e92-9461dc008799","five","numbers","ห้า","false"
"da77c828-fe3c-8a6a-a842-6469449f64f7","five","numbers","ห้า","false"
"c171604c-db39-bc78-b8ea-3720581650b9","Food","daily_life","อาหาร","false"
"e34e9594-bce2-8606-beab-46d5d6eb2a37","Fork","tableware","ส้อม","false"
"75defd30-7abd-7972-bf36-f7da8d02bc3d","forty","numbers","สี่สิบ","false"
"85e21acf-f97a-14f8-7c8c-6e03f085d0a1","forty","numbers","สี่สิบ","false"
"4835efb3-b52c-9af1-8783-97daf521ba35","forty eight","numbers","สี่สิบแปด","false"
"8dd353b5-c4cd-6a4e-e344-474ff975a45b","forty eight","numbers","สี่สิบแปด","false"
"281eb3e0-cf3c-0128-e8c4-952e2b66ad17","forty five","numbers","สี่สิบห้า","false"
"bc390658-f505-b0d8-fd60-7725bfe77468","forty five","numbers","สี่สิบห้า","false"
"bb882c9d-9131-2e90-2e5f-50d3aeb96b63","forty four","numbers","สี่สิบสี่","false"
"e48347b7-bcb6-f81d-3311-0a1b45a8e1a1","forty four","numbers","สี่สิบสี่","false"
"03643b34-dc62-4816-a7d2-ec3cbb4c1484","forty nine","numbers","สี่สิบเก้า","false"
"706dcd12-9866-18e3-b729-0cb1a14a4ee2","forty nine","numbers","สี่สิบเก้า","false"
"c8adbaec-ad41-22ce-35fc-76173f662d3c","forty one","numbers","สี่สิบเอ็ด","false"
"df5a03bb-5053-529a-31ed-a2ebc62f3faa","forty one","numbers","สี่สิบเอ็ด","false"
"a3b28e2a-09b3-e814-8d50-60171eb53635","forty seven","numbers","สี่สิบเจ็ด","false"
"4f8d44a1-679a-7ebb-ad5d-6c2127b5075e","forty seven","numbers","สี่สิบเจ็ด","false"
"4457286c-8242-dcdd-b7f8-9c5c367c86f9","forty six","numbers","สี่สิบหก","false"
"bd556d86-5252-1573-dc36-c566ad76e946","forty six","numbers","สี่สิบหก","false"
"a3500ada-0ad6-ad7e-ca85-949aed009bb5","forty three","numbers","สี่สิบสาม","false"
"ce730a10-a1ac-c20a-3840-cb755003940c","forty three","numbers","สี่สิบสาม","false"
"7b689172-cde4-2558-1af8-402fcd7160f1","forty two","numbers","สี่สิบสอง","false"
"75e83586-30f4-78cb-6b8f-825504af34c0","forty two","numbers","สี่สิบสอง","false"
"feed53e4-18f3-5e2b-0814-d2d43b02ed6f","four","numbers","สี่","false"
"44c1d615-f788-c48d-2291-daa2b223a76b","four","numbers","สี่","false"
"27fd2f17-aa83-c5b6-851e-5385b562f251","fourteen","numbers","สิบสี่","false"
"58b34a83-5db1-fc0f-4e52-8df4f0c131ec","fourteen","numbers","สิบสี่","false"
"94abf3ea-8941-477f-02a2-625752967dc1","Friend","social","เพื่อน","false"
"793559ac-3165-f343-682d-9a6023c5c240","Fruit","food","ผลไม้","false"
"91305405-1e60-a781-4221-17ef04b4fafe","Garlic","vegetable","กระเทียม","false"
"9bdcdc84-62fc-ee46-f637-5f545d786eac","Girlfriend","social","แฟน","false"
"bc677350-db96-21b6-ea46-553f0370c4c3","Glass","tableware","แก้ว","false"
"a5498de1-9ac0-9c96-fea2-9173d0433612","Good afternoon","greetings","สวัสดีตอนบ่าย","false"
"b106c98e-48f2-93e3-978d-b243c92569b2","Good evening","greetings","สวัสดีตอนเย็น","false"
"d86418c4-973f-c120-03a3-601e9dd14006","Good morning","greetings","สวัสดีตอนเช้า","false"
"f5fb6129-7193-1363-b9f1-ffe6f5c477b7","Goodbye","farewells","ลาก่อน","false"
"2c590744-1ce6-a120-070f-faa3e458e5d4","Goodbye","farewell","ลาก่อน","false"
"c3940406-8e5c-8884-0d60-1266fe9f5d4f","Grapes","fruit","องุ่น","false"
"a51d7262-b4e6-f50e-491e-3835ae13f85e","Green beans","vegetable","ถั่วฝักยาว","false"
"9aea6dfe-ca4d-7531-70dd-693fd76198b1","Guava","fruit","ฝรั่ง","false"
"99de20fb-f4e5-3de7-7e25-2fbbb41e87fd","Guest","accommodation","แขก","false"
"ee42d5cc-77af-1931-85b0-210ef9cb352f","Hang out","social","เที่ยว","false"
"d5abcda5-9a6b-f90d-f245-d5425d2ca29b","Have a nice day","farewells","ขอให้วันดี","false"
"d7312eb3-cc93-6edf-ccc6-3f6d1a4cfc69","Headache","emergency","ปวดหัว","false"
"8b008a59-0c93-c179-5c60-312337b762d9","Hello","greeting","สวัสดี","false"
"a52d6647-8e83-229d-aae9-f13f7a6a83ac","Hello","greetings","สวัสดี","false"
"ee3d01ec-d75d-760a-ba46-26b2614abf11","Help","emergency","ช่วยด้วย","false"
"007fa9c8-3da2-bfe5-5b94-d8fb3dd43f58","Here","transport","ที่นี่","false"
"2aab37f6-6a21-fc69-8315-ac03b132004f","Hi","greetings","สวัสดี","false"
"707adb5e-5197-11fc-1e4f-0c02b4ea61bf","Hobby","social","งานอดิเรก","false"
"55d32283-4c3f-d030-2dc8-8d50891de29e","Home","daily_life","บ้าน","false"
"c61a3c5f-b911-fa67-657b-832e286e9fe1","Hospital","emergency","โรงพยาบาล","false"
